Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,48.400001525878906,49.83000183105469,47.18000030517578,47.619998931884766,47.619998931884766,528525
2021-01-05,47.380001068115234,50.20000076293945,47.2400016784668,49.93000030517578,49.93000030517578,643191
2021-01-06,49.81999969482422,50.939998626708984,49.47999954223633,50.630001068115234,50.630001068115234,509365
2021-01-07,50.529998779296875,51.279998779296875,50.38999938964844,50.83000183105469,50.83000183105469,369292
2021-01-08,50.93000030517578,52.75,50.810001373291016,52.2400016784668,52.2400016784668,499416
2021-01-11,52.58000183105469,52.70000076293945,51.5,52.25,52.25,394822
2021-01-12,52.18000030517578,53.45000076293945,52.06999969482422,53.209999084472656,53.209999084472656,400200
2021-01-13,53.310001373291016,53.93000030517578,52.58000183105469,52.90999984741211,52.90999984741211,429898
2021-01-14,52.84000015258789,53.75,52.2400016784668,53.56999969482422,53.56999969482422,390087
2021-01-15,53.79999923706055,53.83000183105469,51.83000183105469,52.36000061035156,52.36000061035156,390087
2021-01-19,52.0,53.130001068115234,51.7599983215332,52.97999954223633,52.97999954223633,125964
2021-01-20,53.130001068115234,53.790000915527344,53.04999923706055,53.2400016784668,53.2400016784668,400301
2021-01-21,52.93000030517578,53.40999984741211,52.75,53.130001068115234,53.130001068115234,352397
2021-01-22,53.099998474121094,53.15999984741211,51.439998626708984,52.27000045776367,52.27000045776367,352397
2021-01-25,52.16999816894531,52.95000076293945,51.81999969482422,52.77000045776367,52.77000045776367,349076
2021-01-26,52.90999984741211,53.25,52.290000915527344,52.61000061035156,52.61000061035156,314538
2021-01-27,52.7599983215332,53.29999923706055,51.849998474121094,52.849998474121094,52.849998474121094,442376
2021-01-28,52.650001525878906,53.58000183105469,52.040000915527344,52.34000015258789,52.34000015258789,411406
2021-01-29,52.150001525878906,53.25,51.93000030517578,52.20000076293945,52.20000076293945,411406
2021-02-01,51.9900016784668,53.7400016784668,51.63999938964844,53.54999923706055,53.54999923706055,416067
2021-02-02,53.47999954223633,55.2599983215332,53.45000076293945,54.7599983215332,54.7599983215332,463718
2021-02-03,55.04999923706055,56.33000183105469,54.810001373291016,55.689998626708984,55.689998626708984,448693
2021-02-04,55.959999084472656,56.58000183105469,55.29999923706055,56.22999954223633,56.22999954223633,381404
2021-02-05,56.459999084472656,57.290000915527344,56.43000030517578,56.849998474121094,56.849998474121094,381404
